reviewer_name,rating,review_text,puskesmas_name
nur an naa zi'aatasya,2 bintang,"Mbak mbaknya yg didalam,agak kurang mengenakkan dihati
Untuk USG bukan setiap hari tetapi
Hari Senin dan Kamis
Kontrol kndungan setiap hri
Hari Jumat KB",Puskesmas Medokan Ayu
1121 Virzasetyaalmindanu,1 bintang,"Bikin surat sehat untuk pendakian aja belibet dan ditolak, padahal kemaren bisa pas pendakian gn rinjani, lebih baik puskesmas yang lain, mohon dibenerin oknum"" nya, terimakasih",Puskesmas Medokan Ayu
Thamara Putri,5 bintang,"Puskesmas andalan ku hihi periksa kehamilan petama kali disini, ibu bidan responsif, helpfull dan ramah di poli KIA. Semepet kepikiran dulu katnya bidan itu suka marah marah, ternyata engga, wlpn kelihatannya kyk gitu tapi  menurutku itu ga marah si, lebih keee tegas ekwkw.
Pelayanan juga sat set anti lelet” wlpun kadang lelet, tapi itu krn banyak pasien. Bisa dimaklumi bgt.
Sampai sekarang rutin tiap bulan kesini buat imunisasi.
Fasilitas lengkap, bersih dan harum.
Polinya juga lengkap.
Semoga lebih baik lagi yaooooo ❤️",Puskesmas Medokan Ayu
siti fatimah,5 bintang,"Alhamdulillah sy puas dg pelayanan d faskes ini. Krn sy prnah alami d faskes lain luelet poll. Dsini meskipun mgkn org bilang lama tp mnurut sy cepat.

Tgu obat juga g lama. Lgsg pulang jd g lama2 d 1 tempat.
Semoga bisa byk fasilitas2 biar tambah bagus n lengkap.",Puskesmas Medokan Ayu
Eka Sintya Rahmawati,5 bintang,"Pelayanan KIA baik dan bidan cepet tanggap tegas … dr anak pertama sampai anak kedua imunisasi di KIA PKM Medokan ayu alhamdulillah GRATIS.
kalo banyak yang mengeluh antri panjang wajar wajar saja sih kan gratis dan melayani banyak masyarakat coba berangkat lebih pagi biasanya gak banyak antri ..
Terimakasih bu bidan semuanya",Puskesmas Medokan Ayu
Haidar Mahdian,5 bintang,"Pelayanan cepat, dokternya baik, ramah dan sangat professional. Sukses untuk puskesmas Medokan Ayu.",Puskesmas Medokan Ayu
Diah Fourtiawati Imayu R.,1 bintang,"pelayanan dokter dan perawat luama polll, nganter kaka opname kasian bgtt dari awal udah disuruh nunggu antri kamar pdhal kondisi kaka keracunan makanan badan udah lemes, mbak2 yang jaga malah tanya siapa namanya? habis itu ditinggal makan haha. giliran udah dapet ruangan malah lama lagii penangananya aduhhh. dan kita keknya juga harus marah2 dulu baru di tangani.
malem2 badan panas gatal sm dokter cuma diliat tok dan ditangani baru paginya itu kalo orang sakit parah nunggu mati dulu keknya yaa baru di tangani :))).
sbnrnya blum waktunya pulang tapi ttep aku minta dipulangin aja daripada di puskesmas ini gajelas pelayanan nol. oiyaaa pas akhir cabut infus malah kelacaran darah aduhhhh, aku punya fotonya tapi yaudahlahya gausah di up disini. kecewa bgttt pdhal aku disini bayar bukan pake bpjs. trus disuruh kontrol lagi kesana gw cuma senyum2 doang dalem ati ""dihh kontrol disini? gaakan. wkwkkwwkkwkw cukup sekali dan gamau kesini lagi KAPOKKK 👍

BTW aku gapernah komen2 gini yaa tapi ini bener2 kelewatan, perawat nyabut infus aja gabecuss",Puskesmas Medokan Ayu
Sidah Alifah,1 bintang,"dokternya tidak profesional karena alasan mau rapat padahal beliau masih menghadap komputer, saya sudah mengadukan keluhan saya di tempat pendaftaran tapi sampai di tempat pemeriksaan saya tidak diperiksa ataupun ditanya"" ulang, dan langsung disuruh mengantri di tempat obat.",Puskesmas Medokan Ayu
Rahmi Hapsari,1 bintang,"Puskesmas tidak memberi surat keterangan sakit, hanya surat keterangan berobat. Yang mana peruntukannya jelas berbeda. Surat keterangan berobat tidak bisa digunakan untuk izin tidak masuk bekerja. Alasannya karena puskesmas tidak punya, padahal puskesmas lain punya. Mohon diperbaiki layanan yang ini, sudah sakit, waktu terbuang di puskesmas, dapatnya hanya surat keterangan berobat, kerja tetap harus masuk.",Puskesmas Medokan Ayu
imah,5 bintang,"Kemarin waktu nganterin ponakanku imunisasi pelayanannya sangat memuaskan, gratis tapi tetap ramah2, meskipun kelihatannya jahat tapi sebenarnya bukan jahat tapi tegas, walaupun antriannya lama tapi menurutku wajar karena gratis sehingga banyak pasiennya, terimakasih bidan bidan KIA Puskesmas Medokan Ayu atas pelayanannya, semoga Puskesmas Medokan Ayu makin maju dan jaya 😊",Puskesmas Medokan Ayu
Ahmad Adjha,2 bintang,"Tolong pelayanan lbh d tingkatkan lagy,jgan cuma bnyak perawat/petugas ...kalo sdh urutany sgra d panggil jgan nggu pasien tanya dlu...",Puskesmas Medokan Ayu
sophia muslim,5 bintang,Pelayanannya cepat dan teratur. Uda kunjungan kesekian nih..dan tetap Top Markotop. Daftar bisa onlne lagi,Puskesmas Medokan Ayu
Pakne Denok,1 bintang,"Pelayanan terburuk! tugas mu iku memeriksa pasien duduk malah mbok tinggal ngobrol masalah galvalum. Tugas pelayanan malah ngurusi genteng. Buat Bu Enny & rekan kerja, sekali lagi gausa ngurusi obrolan soal genteng iku wis onok bagian e dewe sing luwih penting iku diramut disik pasien e.😤
---
Saya rasa tidak perlu melapor ke nomor tersebut karena kurang efisien. Keluhan bukan hanya 1 dan 2 orang yang mengeluh kurang tanggapnya perawat/dokter dalam menangani pasien. Evaluasi saja kinerja pelayanan kepada pasien dengan memberikan pelayanan yang prima. Jangan malah asik ngobrol yang kurang bermanfaat bagi masyarakat yang sedang ingin berobat, apalagi membicarakan yang tidak ada sangkut-pautnya dengan ranah kerja sebagai dokter/perawat.😒😒",Puskesmas Medokan Ayu
Amwin Adi,1 bintang,"Pelayanan kia nya buruk, dokter dan bidan nya kurang tanggap. Udah tau antrian banyak malah leyeh2.. padahal masih jam 9 pagi. Dan malah bnyk ngobrol didalam ruangan yg mengganggu pasien. Kurang baik. Komunikasinya buruk.",Puskesmas Medokan Ayu
Tambah Pedot,2 bintang,"Pelayanan kurang memuaskan. No antri an tdk beraturan disuruh nunggu panggilan tmbh kelewatan 8org dgn posisi ruangan pintu terbuka org baru dtg lngsng masuk dn dilayani. Nunggu obat kelewatan 28org katanya sudah dipanggil org sedangkan saya disebelah ruang obat pas nunggu panggilan, mungkin saja nama saya kelewatan dan beralasan sdh dipanggil☺",Puskesmas Medokan Ayu
Astrid Oktaviani,1 bintang,"Sumpah dari aku lahir sampai umur kepala 3 pelayanannya tetep aja buruk. Pantesan google review nya jelek. Sekedar untuk menjelaskan ke pasien aja males, gimana mau berkembang. Mending dipegang sama swasta aja loh. Mau saya spill nama
dokternya???",Puskesmas Medokan Ayu
Alice Novalia,1 bintang,"Pegawainya kemana smua woyy, infus saya mati daritadi dan sudah pencet2 bel tidak ada yg datang. Kalau gak kepepet sy gak bakal mau rawat inap disini",Puskesmas Medokan Ayu
vivin pratiwi,5 bintang,"Puskesmasnya bersih, pelayananya cepat, nakesnya menjelaskan dengan jelas dan sabar. Walaupun rame tapi pelayananya sangat terarah. Puskesmasnya juga lumayan lengkap pelayanan polinya... terbaik👍🏻👍🏻 …",Puskesmas Medokan Ayu
ayaa khazena,1 bintang,"udah pelayanannya lama, salah kasih surat rujukan. berobat tahun 2024 tapi dikasih surat rujukan 2023 dan suratnya pun surat rujukan saya yg taun lalu dicopy",Puskesmas Medokan Ayu
Mak Ria,5 bintang,Untuk kesekian kali berkunjung ke Puskesmas ke Poli KIA. Pelayanan Bidan sangat cepat dan pasang IUD tidak terasa sakit. Penjelasan mudah dipahami. Makasiih Bu Bidan...😇 …,Puskesmas Medokan Ayu
Gusrina Marisa,1 bintang,Sebagai petugas pelayanan sy merasa layanan terlalu lama apalagi dibagian obat sampai terjadi penumpukan pasien. udah 2 jam ga dipanggil panggil.,Puskesmas Medokan Ayu
Dian Wahyuni,5 bintang,"Tempatnya bagus,pelayanan cepat mulai pendaftaran pasien sampai pengambilan obat lancar nakesnya ramah,smg puskesmas medokan ayu semakin jaya",Puskesmas Medokan Ayu
agus tina,5 bintang,"Alhamdulillah pelayanan PKM Medokan Ayu semakin baik, mulai dari bp parkir, petugas PKM, para nakes, para medis, cara penyampaian ke pasien, sangat baik  petugas rawat inap TDK ketinggalan is the Bast all
Tingkatkan terus pelayanan terbaik bagi pasien",Puskesmas Medokan Ayu
Daffa Arrafi Yustiono,5 bintang,"Penanganan yang baik & ramah, untuk peserta bpjs dapat pengobatan gratis disana, disana juga memiliki toilet, ada poli gigi, poli umum, poli gizi, laboratorium, ada tempat rawat inap juga, ada pintu masuk kusus disabilitas/pengguna kursi roda",Puskesmas Medokan Ayu
putri ima,5 bintang,"Penanganan nya cepett banget , apa lagi di poli KIA bertemu bidan Lubbana, orangnya baik,ceria,pinter,dan cocok banget kalau buat Konsul seputar kondisi kehamilan. Pokoknya pukesmas Medokan ayu the best🥰🥰🥰 …",Puskesmas Medokan Ayu
28. M Tamim Tsaqib,1 bintang,"Pelayanan buruk ,kurang cepat tanggap , dokter lelet sekali sampai antrian panjang ,semoga management puskemas bisa mengevaluasi hal ini.
Terima kasih",Puskesmas Medokan Ayu
bust_ omiey,1 bintang,"Pelayanan lama...perawat ny malah asikk ngobrol , ad yg makan dijam kerja....pdahal pasien bnyak antrii...",Puskesmas Medokan Ayu
Just NPC,5 bintang,"Tolong kalau antri di pelayanan umum dipanggil sesuai nomer antrian agar tidak asal masuk nyerobot tidak sesuai nomer antrian,sia"" kalau di kasih nomer antrian",Puskesmas Medokan Ayu
Iqbal syah,5 bintang,"Pelayanan terbaik, memuaskan sekali respon cepat tanggap. karyawan karyawan ny ramah dan sangat positif lingkungan nya bersih fasilitas ny fungsional semua",Puskesmas Medokan Ayu
D&R Channel,5 bintang,"Pelayanan sat set wat wet, gaperlu nunggu yg belum dateng, jam 6 langsung di layani, semoga bisa terus ditingkatkan kualitas pelayanannya",Puskesmas Medokan Ayu
sagita putri,5 bintang,Puskesmasnya besar dan bersih. Pelayanannya baik orang”nya ramah dan parkirannya luaasss💯👍🏻 …,Puskesmas Medokan Ayu
Mimik Sulistiya,5 bintang,"Pelayanannya bagus,sangat ramah,sangat perhatian pd pasien.pertahankan pelayanan yg baik,perhatian,dan keramahan.🥰❤️🙏 …",Puskesmas Medokan Ayu
Luhur Teguh Imansjah,5 bintang,Pelayanannya ramah dan sabar. Alhamdulillah untuk rawat inap pun OK. Anak saya 2 kali rawat inap disini dan pelayanannya baik... 👍 …,Puskesmas Medokan Ayu
Dewi Wulandari,1 bintang,Maaf kali ini saya kecewa dengan pelayanannya puskesmas terutama sama mbak2 bagian triage td sudah dipanggil sama bapak2 yg bagian manggilin pasien di poli umum dimintain tolong buat nanganin ponakan saya di igd malah tidak direken... dipanggil lagi alasannya sedang ngerjakan yg lain pdhl sblmnya kosong akhirnya ditangani sama ibu2 yg di sebelahnya ...harusnya mbak bilang kalau memang ada kerjaan yg dikerjaan bukan diam saja kami menunggu di dalam igd kalau tidak tanya lagi mungkin tidak segera ditangani ...  jutek sekali orangnya kerja di pelayanan publik harusnya ramah mbiiaaakkk ...,Puskesmas Medokan Ayu
Dewi R,1 bintang,Layanan laboratoriumnya luamaaaaaaaaaaa pake banget... Mohon diperbaiki lagi sistem kinerjanya!,Puskesmas Medokan Ayu
IQBAL JR,5 bintang,"Triase cepat dan tanggap, Perawat baik",Puskesmas Medokan Ayu
onny sophjan tjahyono,5 bintang,Pelayanan saat saya sekeluarga vaksin booster ke2 sangat bagus & cepat sekalipun jumlah peserta banyak,Puskesmas Medokan Ayu
riantha wismana,5 bintang,"Pelayanannya cepat, kk yang di apotek bagus banget ngejelasin obat😁😁 …",Puskesmas Medokan Ayu
Irayumastuti Purbowati,5 bintang,"dokter giginya baik, ramah, pelayanannya juga baguss, dokter-dokternya juga menyenangkan. tempatnya juga bersih dan nyaman. pokoknya recommendedd",Puskesmas Medokan Ayu
indra jaya,3 bintang,"Tolong pelayanan Puskesmas ini diperbaiki supaya lebih baik.
Krn pernah ada periksa tensi,  Pemeriksaan tensinya, cepet2an ngawur asal dengar dan baca aja.
Cara bicaranya pun ngegas, seperti mau marah2 aja.
Dan ada salah satu dokter, cara pemeriksaannya pun cuma asal aja, belum tahu sakit apa, suruh ambil obat di ruang farmasi. Dst......

==》》》
Terima Kasih sudah ditanggapi oleh bapak Pengurus Puskesmas.
Semoga ke depan, Pelayanan Puskesmas Medokan Jauh lebih baik lagi. Aminnnn...",Puskesmas Medokan Ayu
Sariculinary Food and Beverage,5 bintang,"Unt pelayanan ke pasien sdh bagus.
Mohon unt dipertahankan dan lebih ditingkatkan lg unt pelayanan ke pasien nya.",Puskesmas Medokan Ayu
Rafli Andreansyah,1 bintang,Pegawainya judes”. Masak pelanggan bpjs dikatain gk boleh salah pas ttd. Mana lagi gk diarahin harus isi ttd formnya dimana.,Puskesmas Medokan Ayu
Auria Eka Setya Putri,5 bintang,"pelayanannya sangat baik sekali apalagi di depan, perawatnya informatif sekali",Puskesmas Medokan Ayu
Maisuroh,5 bintang,"Pelayanan di puskesmas ini cepat dan sistematis terutama pelayanan di KIA, bidan dan dokternya friendly sekali😍😘❤️😍🥰😚😙😗 …",Puskesmas Medokan Ayu
Dinda Alifiani,5 bintang,"Pelayanan baik, petugas kesehatannya ramah, murah senyum, penanganan kepada pasien juga sangat baik🥰 …",Puskesmas Medokan Ayu
Rudy Gunawan,4 bintang,"Pelayanan ok, cm kadang sering obat nya kosong",Puskesmas Medokan Ayu
IRWAN SUSANTO,5 bintang,"Datang kesini untuk vaksin covid, petugas registrasi hingga dokternya dengan sabar dan baik melayani biarpun dari mata nampak lelah.

kedepan semoga bisa dirapikan lagi proses antriannya, mungkin dengan menambah satu petugas untuk membantu mengarahkan alur pasien, agar lebih terarah.

terima kasih Nakes yang bertugas, semoga selalu dalam lindungan Yang Maha Kuasa 🙏",Puskesmas Medokan Ayu
Divaesti Nidia Andarini,5 bintang,Puas berobat ke pkm medokan ini. Pelayanannya cepat dan ramah ramah. Diberi penjelasan sedetail mungkin mengenai penyakit dan pengobatan yg diberikan. Semoga semakin maju terus untuk pkm medokan ayu.,Puskesmas Medokan Ayu
Maru'i Mariyah,5 bintang,Pelayananx skrg lebih cepat jdi gak terlalu lama menunggu..dan fasilitasx skrg lbih lengkap,Puskesmas Medokan Ayu
20-0051 Novita Hijriyah,5 bintang,"Puskesmas yang sangat nyaman, pelayanannya sangat baik, untuk antrian obatnya tidak lama. sukses selalu 🙏 …",Puskesmas Medokan Ayu
siti anisah,5 bintang,"Alhamdulillah
Pelayanan di puskesmas Medokan ayu selama rawat inap sangat baik sekali",Puskesmas Medokan Ayu
anne febrianti,5 bintang,"Pelayanan cepat dan sangat baik, bisa daftar online juga.",Puskesmas Medokan Ayu
Aisy FS,5 bintang,"Untuk pelayanan kia mantap puol, adem tempatnya, bidannya murah senyum, bersih banget tempatnya",Puskesmas Medokan Ayu
Tetty Dwi Mayasari,5 bintang,Pelayanan bagus baik cepat good gratis juga walaupun faskes saya beda wilayah,Puskesmas Medokan Ayu
Iwan Lukito,5 bintang,"Pelayanan cepat, saya membuat rujukan tidak sampai 1 jam",Puskesmas Medokan Ayu
ivan hambali,1 bintang,"Pelayanan buruk, tidak jelas nomor antriannya. Yang baru pertama pasti bingung. Tidak ada tanda tanda alur pengobatannya.",Puskesmas Medokan Ayu
Teresa Vika (tere),5 bintang,"Puskesmasnya bersih tersusun rapih,, informasi obat dari farmasinya lengkap",Puskesmas Medokan Ayu
Amirullah Hidayat,5 bintang,Semangat terus dalam melayani pasien. Semoga Puskesmas Medokan Ayu semakin maju. Salam Sehat selalu untuk Kepala Puskesmas Medokan Ayu....,Puskesmas Medokan Ayu
Liwan Tadwini A,4 bintang,"Daftar via web online langsung dpt No. Antrian, datang2 tinggal menunjukkan KTP aja. Overall pelayanannya sangat baik & bagus. Petugas nakesnya juga ramah-ramah. Kamar mandi kurang bersih, tapi masih layak pakai. Khusus bumil KTP Surabaya dapat gratis tes darah laboratorium (Hepatitis, HIV, golongan darah, HB) & SWAB. Tidak bayar sama sekali (tanpa resep obat)",Puskesmas Medokan Ayu
Aslmyh,5 bintang,Terima kasih kepada puskesmas Medokan Ayu atas perawatan dan pelayanannya yg semakin baik.,Puskesmas Medokan Ayu
Rudi N,5 bintang,Tempatnya nyaman pelayanan bagus juga ada pelayanan rawat inapnya dan petugasnya ramah2,Puskesmas Medokan Ayu
natasya oktaviani,5 bintang,"petugas kesehatannya sangat tanggap dan membantu, tempatnya juga nyaman👍🏻 …",Puskesmas Medokan Ayu
Mochamad Juma'in,5 bintang,"Pengamanannya bagus,membantu pasien yang berobat memakai kursi roda",Puskesmas Medokan Ayu
Hendra Masdukky,2 bintang,"Pelaksanaan.program vaksin yg kurang tertata dlm pengaturan antrian, shingga semakin siang semakin menumpuk dan cenderung dibiarkan, pokok mlaku..
Kemudian untk petugas yg melakukan pemanggilan antrian kurang begitu ramah,. cenderung mentang2 serta pelaksanaan vaksin hanya dilakukan 1 dokter aja shingga ketika anda vaksin bisa selesai sampai dg siang..
Semoga kedepannya lebih diperhatikan dan ada perbaikan menyeluruh, sehingga pelayanan dan kenyamanan kepd masyarat bsa tercapai dan diutamakan",Puskesmas Medokan Ayu
Aulia Hanif,5 bintang,"Pusat kesehatan masyarakat yg terletak di daerah kecamatan rungkut.  Puskesmas ini pernah meraih penghargaan no 1 atas fasilitas dan pelayanan yg dimiliki. Cukup mudah menjangkau Puskesmas ini dengan transportasi umum, selain dengan layanan transportasi online jg bs dijangkau dengan lyn JTK dari terminal Joyoboyo. Lingkungan yg asri membuat pasien lupa jika sedang berada di Puskesmas",Puskesmas Medokan Ayu
Irene Sitorus,1 bintang,"Gak lagi deh kesini, lamaaaaa banget pelayanannya terus ribet. Kotor lg tempatnya. Ga beraturan banget.",Puskesmas Medokan Ayu
Mis Khiliya,2 bintang,"Niat berobat kesini malah bikin kesel, kan kita lagi sakit ya harusnya sama dokter di jelasin dong detail penyakitnya seperti apa, 2 kali bolak balik kesini masih ttep aja pelayanannya bikin istighfar banyak”, ngeceknya jg kaya gak niat gitu males malesan banget, di poli umum juga sistem pemeriksaannya kayak ala kadarnya aja, gak di pegang sama sekali sama dokternya cuma di tanya kenapa? Abis itu di kasi obat selsei, sama sekali gak informatif",Puskesmas Medokan Ayu
dinda & reisa official,5 bintang,"Nov 2022
Adanya anak magang pelayanan jadi cepat ,",Puskesmas Medokan Ayu
Husnul K,4 bintang,"Ke poli gigi, ya saya tau belum bisa kalau corona makanya itu minta rujukan harus menemui dokternya tapi luaaamaaaa poll padahal cuma saya sendiri disana hadeh... Tempatnya cukup ramai ga ramai mending daftar online biar cepet. Tapi udh dapat antrian cepat dokternya lelet 😄 …",Puskesmas Medokan Ayu
pondok romadhon,2 bintang,"Poli umum tidak maksimal. Dapat nomor antrian hanya formalitas, nunggu lama nunggu nomor dipanggil ternyata random g urut.",Puskesmas Medokan Ayu
Sinta Diyah,5 bintang,"Puskesmasnya besar dan luas Suasananya nyaman dan asri. Fasilitas oke parkiran gratis. Pelayanan bagus, cepat, harganya murah termasuk terapi akupuntur disini sangat murah sekali. Petugasnya ramah dan helpfull, goodjob pkm medokan ayu👍🏻 …",Puskesmas Medokan Ayu
Yesinta Dewi Armanda,5 bintang,"Puskesmasnya besar, tempat parkirnya luas, pelayanannya cepat, dan ramah",Puskesmas Medokan Ayu
Ali Gov,5 bintang,Sangat puas dengan pelayanan di puskesmas medokan ayu. Ramah dan lembut. Terima kasih kepada seluruh petugas,Puskesmas Medokan Ayu
Rendi Galileo,1 bintang,"Padahal keterangan di google udah buka, ditunggu 10 menit belum buka juga",Puskesmas Medokan Ayu
Salsabila Misya,5 bintang,"Pelayananan sangat cepat, nakes yang siap siaga membantu",Puskesmas Medokan Ayu
Shelma Warda,3 bintang,"Mau swab antigen disini... Dri jam 6.
Udh antri dri pagi, sampe jam set 9 yg bagian swabnya msh tata tata.

Yg mau dtng ksni daftar online aja dulu ...",Puskesmas Medokan Ayu
Aang Jr,1 bintang,"Pelayanan maksimal jam 11 siang, sebaiknya layanan kesehatan seperti puskesmas ini bisa melayanin hingga sore/malam. Apalagi dimusim pandemi seperti ini. Sehingga masyarakat yg membutuhkan layanan kesehatan bisa dilayani dengan maksimal. Dan juga ko ada layanan yg tutup di hari terteu harusnya dikasih pengumuman. Supaya org yg datang itu tidak kecewa. Kesannya seperti di prank. Petugasnya juga sangat2 gak niat melayani. Lebih baik petugasnya diganti yg lebih profesional dan mengabdi untuk masyarakat. Bukan hanya kerja seenaknya",Puskesmas Medokan Ayu
Maulani Fadillah,2 bintang,"• Dari pintu masuk, diantar ke loket pelayanan baik .
• Loket baik
• Trias (tensi) baik

Pas masuk di ruangan periksa (UMUM)
Eeeeh antrinya kok di ruangan baris gitu . Jadi gak ada periksa sambil berbaring kek ? Trus kalau lagi bicara sama dokternya, ya jelas pasien lain ngeliatin doooong 😂

Tempat tidur buat periksa nya dibelakang para pasien yg berbaris 🙈

Kenapa gaa ditutup aja ruangannya dr depan . Setiap masuk biar sesuai antrian nomor yg disebut di audio . Gini orang malah bisa srobot2 juga karna manual .

Contoh di pkm ngagel itu baik sesuai audio dan ga bakal antri manual .",Puskesmas Medokan Ayu
Betha Bonaparte Petronella,1 bintang,"Kecewa bgt sm pelayanan puskesmas ini. Minta tolong petugas di training ttg handling customer. Kalo puskesmas tutup ya baiknya bilang kalau puskesmas sudah tutup, jangan malah nuturin pasien yg sudah sakit kenapa ga dibawa dr pagi lah, yg inilah itulah, seakan kesalahan kita. Pdhl kita jg ga mau sakit & dijawab kita hanya menerima pasien yg darurat kalo mau besok ajah ke sini lg. Lah trs anak demam tinggi ga darurat? Kecewa sekali dgn pelayanan di puskesmas ini. Minta tolong nih yg ky gini2 dikasih training biar pasien jg mau berobat ke puskesmas. Disidak sekalian yg ky gini2 biar ga rugiin pasien",Puskesmas Medokan Ayu
oktavia alifah,2 bintang,"Masa jenguk orang sakit gak boleh, harus nunggu jam 16.00, padahal aq jenguk aja jam siangan gak boleh harus nunggu jam 16.00, padahal kan saya jenguk gak malam, kata petugasnya menganggu pasien disebelahnya, trus katanya pasien sebelah bisa iri gak dijenguk keluarganya, sok tahu aja petugasnya. Lokasinya juga ribet gak gampang dijangkau.",Puskesmas Medokan Ayu
Birruh Biddam,5 bintang,"Anak saya habis jatuh di sekolah dan muntah2, saya bawa ke puskesmas ini. Tanpa bawa kartu berobat pun ternyata bisa dilayani dengan baik. Dan sangat cepat layanannya... Pertahankan terus dlm melayani masyarakat..",Puskesmas Medokan Ayu
kurniawan Joe,5 bintang,"Pelayanan kesehatannya sangat lengkap dan sangat memudahkan masyarakat. Tapi masih ada beberapa pelayanan yg perlu dimaksimalkan, seperti konfirmasi antrian pengunjung perlu ditingkatkan..",Puskesmas Medokan Ayu
Adinda Alfiani,1 bintang,"pelayanan buruk.

harusnya sbg nakes sudah paham betul ada kode etik pasien, ada anak magang unair dgn lntang mnyebutkan diagnosa sy sbg px dgn lntang di depan umum, blom lg pada saat pemeriksaan tiba2 memotret tnpa izin, pdhal ditmpat pelayanan kesehatan ada peraturan tidak boleh sembarangan memotret, wktu pemeriksaan jg nakesnya lama, px disuruh duduk gt aja tnpa ada arahan yg jelas, kalo mmg msih ada urusan kan bisa bilang ""sbntar ya bu/bapak, tenaga medisnya masih ada urusan sebentar"" instead of dianggurin.

sy blg spt ini krn saya juga nakes. tolong diperbaiki operasionalnya.",Puskesmas Medokan Ayu
kumala ayu,1 bintang,"Pelayanan yang sangat buruk. Petugas loket cewek” tidak ramah, bahkan linmas yg jg membantu disana jg tidak ramah. Pengalaman terburuk berobat di puskesmas medokan",Puskesmas Medokan Ayu
Kinan,5 bintang,"Bagus, setiap masukan langsung direspon dan ada perbaikan terutama dari segi pelayanan",Puskesmas Medokan Ayu
Wahyu Jio,1 bintang,"Kompain saja ke ""media center"" gaes.. Kalau disini percuma tidak ditanggapin. Ini pelayanan kurang dan Super lamaaaa . Apalagi kalau nunggu dokternya istirahat nggak dikabarin pasien malah disuruh nunggu lama banget untuk dipanggil.",Puskesmas Medokan Ayu
Inge Benedita,5 bintang,"Pelayanan cukup membantu ,di saat puskesmas lain memberikan jdwal untuk cek lab .dsni menerima hari apapun .perawat cukup membantu ,komunikatif",Puskesmas Medokan Ayu
nur anik Sukarsan,5 bintang,"Pelayanan baik, bahkan jika dibandingkan dengan beberapa klinik kesehatan swasta. Perkembangan technology sekarang semuanya mengarah lebih baik. Well done PKM Medokan Ayu.

-alhamdulillah test darah saya hasilnya baik-",Puskesmas Medokan Ayu
Mario,1 bintang,"Kenapa ya kalo tiap sakit , sepertinya puskesmas disini susah sekali mengeluarkan surat keterangan sakit? Suratnya habis? Atau disuruh tidak sadarkan diri dulu baru mau mengeluarkan surat keterangan sakit dari dokter? Masalahnya ngga cmn saya saja , saudara saya kesini juga ga dikasih . Ujung”nya ke Rumah Sakit Royal.",Puskesmas Medokan Ayu
rati laundry,2 bintang,"daftar online percuma ,yg dipanggil yg offline dulu ,di dlm juga gitu antrian tumpang tindih ,dashboard sering error ,pegawai lelet ,di loket ,di lab ,di umum ,urutan gak jelas ...klo ga nanya dijamin di anggurin diserobot sama yg baru2 🤦🤦🤦 …",Puskesmas Medokan Ayu
Manusia Gabut,5 bintang,"Pelayan baik, lingkungan bersih. Petugas ramah.",Puskesmas Medokan Ayu
Veby Ariesanti,5 bintang,Puskesmas medokan ayu pelayanannya terbaik 👍👍 …,Puskesmas Medokan Ayu
Devinta Lestari,5 bintang,"Berkali2 berobat kesini selalu puas dg pelayanannya, dari depan sampe masuk poli petugasnya ramah2... Pertahankan terus ya puskesmas Medokan Ayu👍 …",Puskesmas Medokan Ayu
lintas kreasi,1 bintang,"Pelayanan petugas Puskesmas Medokan Ayu sangat buruk. Semoga Pemkot Surabaya menanggapi keluhan masyarakat, perlu diganti dan alih tugaskan stakeholder kesehatan di lokasi ini.",Puskesmas Medokan Ayu
Debby Harni,1 bintang,"Sangat mengecewakan untuk di poli KIA , dapet antrian nomer 3 tapi yg dateng duluan di dahulukan meskipun antrian nomer sekian , dan akhirnya tetep kita habis tensi tidak di panggil sesuai urutan kedatangan . Tolong lebih di perbaiki pelayanan nya buat ibu hamil.",Puskesmas Medokan Ayu
Keizyanay,1 bintang,tertera di Gugel udah buka tapi kok blom buka gimana sih,Puskesmas Medokan Ayu
Sweety,5 bintang,"Pelayanan baik pol, petugasnya semua ramah",Puskesmas Medokan Ayu
raja ratu,1 bintang,"Sudah daftar online masih aja suruh antri , terus kenapa ada sistem daftar online ?",Puskesmas Medokan Ayu
Cheryl Nuraliza,5 bintang,"Layanan nya cepat dan pegawai ramah, terimakasih…",Puskesmas Medokan Ayu
Archa,1 bintang,"Padahal saya sudah menolak untuk rawat inap untuk anak saya yang sakit biasa aja, namun dipaksa oleh petugasnya.. anak saya trauma berat dengan jarum dan obat",Puskesmas Medokan Ayu
Illah Nur Wulandari,4 bintang,"Saya orang luar kota merantau di sby dan sudah ganti faskes ke puskesmas medokan ayu. Dari yang saya rasakan pelayanan dokter dan bidan disini sangat bagus mulai dr saya hamil, imunisasi anak dan cabut gigi. pemberian antrian secara online juga bagus, pemberian rujukan juga satset. Cuma petugas bagian rekam medis yang kurang fokus dan tidak teliti. 2 kali nama anak saya masuk ke poli lain padahal saya sudah tegaskan daftar ke poli KIA untuk imunisasi. Malah masuk ke poli gizi.",Puskesmas Medokan Ayu
aelva deliana,5 bintang,"Pelayanannya cepat, tanggap. Pegawainya ramah",Puskesmas Medokan Ayu
Adhika Yudistira Surjoatmodjo,5 bintang,tempat gampang dijangkau. fasilitas lengkap. pelayanan bagus,Puskesmas Medokan Ayu
26. renata anindia kayla,1 bintang,"percuma daftar online yg dipanggil yg datang duluan, saya daftar online biar cepet ternyata sama aja.
dan tidak diperiksa sama sekali cuma ditanyain saja sangat mengecewakan❗",Puskesmas Medokan Ayu
